ID,Age,Education,Experience,Income,ZIP Code,Married,Dependents,Credit_Card,Num_Credit_Card,Monthly_CC_Usage,Credit_Score,Self_Employed,Salaried,Loan_Amount,Nationality,Personal_Loan,Securities_Account,CD_Account,Online_Banking,Last_Two_Years_Tax_Return_Filled,Living_Property,Property_Area,Loan_Status,
894,58,1,32,43000,464220,1,3,1,3,14000,Good,Yes ,Yes,100000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
895,29,1,4,59000,474040,1,4,1,3,22000,Good,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
896,43,3,17,84000,474042,1,4,1,3,26000,Good,Yes,Yes,50000,Indian,0,1,1,1,Yes ,Owned,Urban,Approved,
897,50,1,24,161000,474055,0,3,0,5,34000,Standard,Yes,Yes,1000000,Indian,1,0,0,1,No,Owned,Urban,Approved,
898,62,2,37,21000,474001,1,4,1,5,4000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
899,57,1,32,63000,474004,0,4,0,674,7000,Standard,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
900,30,2,3,172000,474003,1,3,1,5,34000,Poor,Yes,No,1000000,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Reject,
901,30,1,4,51000,474008,1,4,1,5,2000,Poor,No,No,200000,Indian,0,0,0,0,No,Rented,Semi Urban,Reject,
902,57,1,33,24000,474009,0,4,0,5,7000,Poor,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
903,57,1,33,95000,474020,0,2,0,5,16000,Poor,Yes ,Yes,50000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
904,43,1,18,59000,474006,0,1,0,5,24000,Poor,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
905,28,2,2,51000,474010,0,4,0,6,18000,Poor,Yes,Yes,200000,Indian,0,1,0,0,No,Owned,Rural,Reject,
906,46,1,22,28000,474007,1,1,1,6,10000,Poor,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
907,29,1,3,154000,474002,0,2,0,6,20000,Poor,Yes,No,1000000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
908,64,3,40,15000,474005,1,2,1,6,3000,Poor,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
909,66,3,36,55000,464331,1,4,1,6,16700,Poor,Yes,No,200000,Indian,0,0,0,0,No,Owned,Urban,Reject,
910,23,1,-1,149000,480224,1,1,1,6,63300,Poor,No,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
911,60,3,36,79000,453463,1,1,1,6,18000,Poor,Yes,No,50000,Indian,0,0,0,0,No,Rented,Semi Urban,Reject,
912,47,3,21,68000,474003,0,4,0,6,26000,Standard,No,No,200000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
913,35,2,10,78000,452056,0,1,0,6,26000,Standard,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
914,57,2,32,34000,452001,0,2,0,6,20000,Standard,Yes ,Yes,100000,Indian,0,1,0,0,Yes ,Owned,Urban,Approved,
915,65,1,41,195000,452001,1,3,1,6,4000,Standard,Yes,Yes,1000000,Indian,1,1,1,0,Yes ,Owned,Semi Urban,Approved,
916,53,1,28,184000,452006,0,1,0,6,81000,Standard,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
917,44,1,20,85000,452001,0,2,0,6,32000,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
918,45,1,20,200000,452006,1,2,1,6,88000,Poor,Yes,No,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
919,41,3,16,64000,452006,0,3,0,6,5000,Poor,No,Yes,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
920,51,2,27,88000,452005,1,1,1,6,26000,Standard,Yes,No,50000,Indian,0,1,0,0,No,Owned,Urban,Reject,
921,27,2,1,42000,452005,0,3,0,2,24000,Standard,No,No,100000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
922,31,1,5,91000,452001,1,3,1,2,16000,Good,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
923,32,1,6,38000,452002,0,1,0,2,3000,Good,Yes ,Yes,100000,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
924,55,2,30,28000,452002,0,1,0,2,15000,Standard,Yes,Yes,100000,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
925,55,3,30,32000,452002,0,4,0,2,1000,Good,Yes,Yes,100000,Indian,0,1,0,0,Yes ,Rented,Urban,Approved,
926,42,3,18,31000,452001,1,1,1,1315,3000,Good,Yes,Yes,100000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
927,33,2,9,22000,452002,0,4,0,2,4000,Good,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
928,65,2,40,95000,452002,1,3,1,2,37000,Good,No,Yes,50000,Indian,1,0,0,0,No,Owned,Urban,Approved,
929,35,1,10,74000,452001,0,4,0,3,13000,Standard,Yes,No,200000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
930,55,2,30,22000,452001,1,1,1,3,15000,Standard,No,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
931,28,2,4,43000,452001,0,3,0,3,1000,Standard,Yes,No,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
932,27,3,3,43000,452020,0,1,0,3,10000,Standard,No,No,100000,Indian,0,0,0,1,No,Owned,Urban,Reject,
933,51,2,27,112000,452002,1,3,1,3,18000,Standard,No,Yes ,1000000,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
934,50,2,23,9000,452002,0,2,0,3,10000,Standard,Yes ,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
935,58,3,33,81000,452002,0,2,0,3,0,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
936,46,1,20,131000,452002,1,1,1,3,57000,Poor,Yes,Yes,1000000,Indian,0,0,0,0,No,Owned,Urban,Reject,
937,62,3,32,19000,452001,0,1,0,9,15000,Standard,Yes,Yes,50000,Indian,0,1,0,0,Yes ,Rented,Semi Urban,Reject,
938,38,2,13,62000,452001,0,3,0,10,7000,Poor,Yes,No,200000,Indian,0,1,0,1,No,Owned,Rural,Reject,
939,62,2,37,19000,452002,0,4,0,10,4000,Poor,No,Yes,50000,Indian,0,1,0,0,Yes ,Rented,Urban,Reject,
940,56,1,32,8000,452001,1,2,1,10,3000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
941,61,3,36,193000,452002,0,1,0,10,47000,Poor,No,No,1000000,Indian,1,0,0,1,Yes ,Owned,Urban,Reject,
942,38,1,13,129000,452012,0,4,0,10,44000,Poor,No,Yes ,1000000,Indian,1,0,0,0,Yes ,Owned,Urban,Reject,
943,55,2,29,30000,452002,1,4,1,10,7000,Poor,Yes ,Yes,100000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
944,30,2,4,80000,452002,0,4,0,10,18000,Poor,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
945,41,3,15,22000,452008,1,4,1,8,15000,Poor,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
946,57,2,32,33000,452008,0,1,0,8,15000,Poor,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
947,36,3,11,64000,452001,0,4,0,8,21000,Standard,Yes,No,200000,Indian,0,0,0,0,No,Rented,Urban,Reject,
948,55,3,29,60000,452001,0,3,0,8,22000,Poor,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
949,30,3,4,81000,452009,1,1,1,1130,29000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
950,40,2,16,45000,452001,0,3,0,8,6000,Poor,No,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
951,32,2,6,112000,452001,0,4,0,8,18000,Poor,Yes,No,1000000,Indian,0,0,0,1,No,Owned,Urban,Reject,
952,59,3,34,83000,452002,0,2,0,8,34000,Poor,No,No,50000,Indian,1,0,0,1,Yes ,Owned,Urban,Reject,
953,44,1,20,180000,452002,1,2,1,7,76000,Good,No,Yes ,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
954,51,2,26,28000,452004,0,4,0,7,2000,Good,Yes ,Yes,100000,Indian,0,1,0,1,Yes ,Owned,Urban,Approved,
955,37,3,12,169000,474009,0,2,0,7,52000,Standard,Yes,Yes,1000000,Indian,1,0,0,1,No,Rented,Semi Urban,Approved,
956,59,1,35,14000,482006,0,4,0,7,7000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
957,37,1,11,43000,482010,0,1,0,451,20000,Standard,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
958,56,1,32,88000,482051,0,2,0,7,3000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
959,55,3,29,78000,483220,1,4,1,7,26000,Standard,No,Yes,50000,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
960,49,2,24,68000,483220,0,1,0,7,2000,Standard,Yes,No,200000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
961,46,1,22,144000,483445,1,2,1,10,33000,Poor,No,No,1000000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
962,35,1,9,30000,483880,0,4,0,10,10000,Poor,No,Yes ,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
963,47,1,21,120000,482001,0,1,0,10,0,Standard,Yes ,Yes,1000000,Indian,0,0,0,0,No,Owned,Urban,Approved,
964,39,2,14,24000,482004,0,2,0,10,3000,Poor,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
965,27,3,1,78000,482004,0,4,0,10,23000,Poor,Yes,Yes,50000,Indian,0,1,0,1,No,Rented,Urban,Reject,
966,62,2,36,135000,482001,0,2,0,10,52000,Poor,Yes,Yes,1000000,Indian,1,0,0,1,Yes ,Owned,Semi Urban,Reject,
967,57,3,32,44000,482050,0,2,0,10,16000,Poor,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
968,55,2,30,73000,482056,0,4,0,10,38000,Poor,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
969,55,2,31,90000,482053,1,1,1,5,27000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
970,41,3,15,58000,482020,0,3,0,5,5000,Poor,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
971,57,1,32,75000,482001,0,2,0,5,37000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
972,43,3,19,174000,482002,1,3,1,5,17000,Standard,No,No,1000000,Indian,1,0,1,1,Yes ,Owned,Urban,Approved,
973,40,1,16,50000,482001,0,2,0,5,17000,Standard,No,Yes ,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
974,43,3,18,85000,482001,0,1,0,5,40000,Standard,Yes ,Yes,50000,Indian,0,0,0,1,No,Owned,Urban,Approved,
975,63,1,38,54000,482011,0,3,0,5,22000,Poor,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
976,63,1,38,83000,482001,0,2,0,5,34000,Standard,Yes,Yes,50000,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
977,54,1,30,24000,482002,0,4,0,7,2000,Standard,Yes,Yes,50000,Indian,0,1,0,0,Yes ,Owned,Semi Urban,Approved,
978,54,2,30,45000,482003,0,4,0,7,11000,Standard,Yes,No,100000,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
979,52,3,26,68000,482003,1,1,1,7,8000,Standard,No,Yes,200000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
980,50,3,26,48000,482002,1,4,1,7,1000,Good,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
981,38,3,13,114000,482011,1,1,1,7,10000,Good,No,No,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
982,36,2,12,142000,482002,1,3,1,7,23000,Good,No,Yes ,1000000,Indian,1,0,1,1,No,Owned,Rural,Reject,
983,58,2,33,52000,482005,1,3,1,7,5000,Standard,Yes ,Yes,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
984,46,1,22,142000,482002,0,2,0,7,33000,Standard,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
985,50,3,25,15000,482002,0,1,0,6,4000,Good,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
986,46,1,22,118000,482001,1,1,1,6,47000,Good,Yes,Yes,1000000,Indian,0,0,0,0,No,Owned,Urban,Approved,
987,53,1,27,101000,482002,0,4,0,6,49000,Good,Yes,No,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
988,62,1,36,84000,482001,0,2,0,6,28000,Good,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
989,63,2,39,32000,482007,0,1,0,6,19000,Good,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
990,42,3,16,64000,482001,0,3,0,6,5000,Good,No,Yes,200000,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
991,34,1,10,81000,482002,0,4,0,6,34000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
992,40,3,14,28000,482001,1,4,1,6,15000,Good,No,No,100000,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
993,34,1,9,93000,482001,0,1,0,5,0,Standard,No,Yes ,50000,Indian,0,0,0,1,Yes ,Rented,Rural,Reject,
994,41,2,15,185000,482001,0,1,0,5,36000,Standard,Yes ,Yes,1000000,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
995,32,2,8,42000,482002,0,1,0,5,18000,Standard,Yes,Yes,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
996,28,3,3,45000,482002,1,2,1,5,16000,Standard,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
997,33,2,6,49000,482004,0,2,0,5,16700,Standard,Yes,Yes,100000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
998,46,1,20,69000,482001,0,3,0,5,21000,Standard,Yes,No,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
999,52,2,27,94000,482011,0,1,0,5,28000,Standard,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1000,60,2,35,18000,482005,1,1,1,5,15000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
1001,59,1,35,8000,482005,0,4,0,10,7000,Poor,No,No,50000,Indian,0,1,0,0,No,Rented,Semi Urban,Reject,
1002,57,1,32,55000,482007,0,4,0,10,21000,Poor,No,Yes ,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
1003,46,3,20,85000,482002,0,2,0,11,4000,Standard,Yes ,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
1004,25,1,1,62000,482003,0,4,0,11,0,Standard,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
1005,53,3,23,65000,482002,0,4,0,11,20000,Standard,Yes,Yes,200000,Indian,0,0,0,1,No,Owned,Urban,Approved,
1006,38,1,12,138000,482002,0,2,0,11,0,Standard,Yes,Yes,1000000,Indian,0,1,0,1,Yes ,Owned,Urban,Approved,
1007,63,1,38,103000,482002,0,1,0,11,25000,Standard,Yes,No,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
1008,44,3,19,99000,482001,0,3,0,11,35000,Standard,No,Yes,50000,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
1009,50,1,24,152000,482001,0,1,0,5,73000,Standard,Yes,No,1000000,Indian,0,0,0,1,No,Rented,Urban,Reject,
1010,28,3,3,25000,482001,0,2,0,5,9000,Standard,No,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1011,27,1,3,98000,482001,1,2,1,5,25000,Standard,Yes,No,50000,Indian,0,1,1,1,Yes ,Rented,Semi Urban,Approved,
1012,52,2,27,39000,482001,0,2,0,5,7000,Standard,No,No,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1013,50,2,25,40000,482001,1,1,1,5,13000,Standard,No,Yes ,100000,Indian,0,0,0,1,No,Owned,Urban,Approved,
1014,39,1,13,58000,482001,0,3,0,5,21000,Standard,Yes ,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1015,50,3,26,192000,482002,1,2,1,5,18000,Standard,Yes,Yes,1000000,Indian,1,0,1,1,Yes ,Rented,Rural,Reject,
1016,60,2,34,62000,482009,0,1,0,5,8000,Standard,Yes,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1017,30,2,5,69000,482002,0,1,0,3,8000,Good,Yes,Yes,200000,Indian,0,1,0,1,No,Owned,Urban,Approved,
1018,31,3,5,40000,474001,0,4,0,3,13000,Good,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1019,39,3,15,61000,453643,0,2,0,3,6000,Good,No,Yes,200000,Indian,0,0,0,0,No,Rented,Urban,Approved,
1020,29,2,3,30000,474001,0,4,0,3,3000,Good,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1021,54,2,29,29000,486223,0,1,0,3,15000,Standard,No,No,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1022,35,2,8,41000,456441,1,2,1,3,10000,Good,No,Yes ,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1023,27,2,3,118000,474002,0,1,0,3,33000,Good,Yes ,Yes,1000000,Indian,1,0,0,1,Yes ,Owned,Semi Urban,Approved,
1024,45,1,20,109000,474001,0,1,0,3,70000,Good,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
1025,58,2,33,122000,480551,0,4,0,7,2000,Standard,Yes,Yes,1000000,Indian,1,0,1,1,Yes ,Owned,Semi Urban,Approved,
1026,62,1,37,50000,474002,0,3,0,7,15000,Standard,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
1027,28,2,4,43000,474001,0,3,0,7,1000,Standard,Yes,No,100000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
1028,32,1,7,108000,452020,0,1,0,7,46000,Standard,No,Yes,1000000,Indian,0,1,0,0,No,Owned,Urban,Approved,
1029,29,3,4,110000,483105,0,4,0,7,25000,Standard,Yes,No,1000000,Indian,1,0,0,0,Yes ,Rented,Urban,Approved,
1030,41,3,17,20000,483501,0,1,0,7,14000,Standard,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
1031,61,3,35,112000,483501,1,4,1,7,17000,Standard,Yes,No,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1032,56,2,32,25000,483504,0,1,0,7,1000,Standard,No,No,100000,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
1033,37,2,12,42000,483501,1,3,1,6,7000,Good,No,Yes ,100000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
1034,60,1,34,29000,483501,0,2,0,6,3000,Good,Yes ,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1035,49,1,23,84000,483501,0,3,0,6,21000,Standard,Yes,Yes,50000,Indian,0,1,0,1,Yes ,Owned,Urban,Approved,
1036,43,3,17,81000,483501,0,4,0,6,26000,Good,Yes,Yes,50000,Indian,0,1,0,1,No,Owned,Semi Urban,Approved,
1037,53,1,28,55000,456663,1,4,1,6,9000,Good,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Rented,Rural,Reject,
1038,35,2,11,40000,456224,0,1,0,6,24000,Good,Yes,No,100000,Indian,0,1,0,1,Yes ,Owned,Urban,Approved,
1039,56,2,30,145000,456224,1,4,1,6,57000,Good,No,Yes,1000000,Indian,1,0,1,1,Yes ,Owned,Urban,Approved,
1040,41,3,16,175000,456224,0,2,0,6,11000,Standard,Yes,No,1000000,Indian,1,0,0,1,No,Owned,Urban,Reject,
1041,36,3,6,78000,486552,0,4,0,3,18000,Standard,No,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1042,56,1,32,51000,464226,0,4,0,3,15000,Standard,No,Yes ,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1043,64,3,34,50000,486343,0,4,0,3,16700,Standard,Yes ,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1044,51,1,27,21000,453576,0,3,0,3,4000,Standard,Yes,Yes,50000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
1045,49,2,24,79000,483110,1,1,1,3,2000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
1046,43,3,18,84000,464224,0,1,0,3,40000,Standard,Yes,Yes,50000,Indian,0,0,0,0,No,Owned,Urban,Approved,
1047,51,2,26,34000,474001,0,4,0,3,4000,Standard,Yes,No,100000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
1048,55,2,31,73000,463111,0,4,0,3,16000,Standard,No,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
1049,62,1,37,90000,474001,0,3,0,7,5000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
1050,35,3,10,23000,464114,0,4,0,7,2000,Poor,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
1051,53,3,27,145000,474001,1,2,1,7,61000,Poor,Yes,No,1000000,Indian,1,0,1,1,Yes ,Rented,Urban,Reject,
1052,33,1,7,54000,474001,0,4,0,7,2000,Poor,No,No,200000,Indian,0,1,0,0,Yes ,Owned,Urban,Reject,
1053,43,2,17,49000,486536,1,3,1,7,22000,Poor,No,Yes ,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
1054,58,2,32,51000,456443,0,1,0,7,28000,Poor,Yes ,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
1055,63,2,38,8000,456443,0,4,0,7,6000,Standard,Yes,Yes,50000,Indian,0,0,0,1,No,Rented,Semi Urban,Reject,
1056,31,1,6,62000,486444,0,1,0,7,10000,Poor,Yes,Yes,200000,Indian,0,1,0,1,Yes ,Owned,Semi Urban,Reject,
1057,36,3,6,25000,456668,0,1,0,8,6700,Poor,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
1058,30,3,0,63000,486123,0,2,0,8,17500,Poor,Yes,No,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
1059,59,3,34,24000,456440,0,2,0,8,2000,Poor,No,Yes,50000,Indian,0,0,0,1,No,Owned,Rural,Reject,
1060,28,2,2,11000,453441,1,1,1,8,1000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
1061,59,1,34,23000,453441,1,1,1,8,1000,Poor,No,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
1062,47,3,22,33000,453441,0,1,0,8,14000,Poor,No,Yes ,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
1063,47,1,21,83000,453441,0,1,0,8,38000,Poor,Yes ,Yes,50000,Indian,1,0,0,0,No,Rented,Urban,Reject,
1064,56,1,30,39000,453441,1,3,1,8,14000,Poor,Yes,Yes,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
1065,41,2,17,138000,453441,0,3,0,6,69000,Standard,Yes,Yes,1000000,Indian,1,0,0,1,Yes ,Rented,Semi Urban,Approved,
1066,25,1,1,113000,480228,1,3,1,6,25000,Standard,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
1067,30,3,5,125000,474006,0,4,0,6,5000,Standard,Yes,No,1000000,Indian,1,0,1,1,No,Owned,Semi Urban,Reject,
1068,50,1,24,195000,474006,0,1,0,6,17000,Standard,No,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1069,34,3,9,105000,474006,0,3,0,6,12000,Standard,Yes,No,1000000,Indian,0,1,0,0,Yes ,Rented,Semi Urban,Approved,
1070,44,1,18,75000,456335,0,2,0,6,35000,Standard,No,Yes,50000,Indian,1,0,0,1,Yes ,Owned,Rural,Reject,
1071,36,2,9,40000,456335,0,2,0,6,10000,Standard,Yes,No,100000,Indian,0,0,0,1,No,Owned,Urban,Reject,
1072,39,3,14,61000,486340,0,3,0,6,5000,Standard,No,No,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
1073,54,3,24,75000,480554,0,2,0,4,45000,Standard,No,Yes ,50000,Indian,0,0,0,0,No,Rented,Urban,Approved,
1074,33,1,8,122000,456664,1,1,1,4,0,Standard,Yes ,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
1075,39,1,14,75000,474009,1,3,1,4,30000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1076,41,3,15,59000,474001,0,4,0,4,2000,Standard,Yes,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
1077,40,2,13,24000,463120,0,3,0,4,10000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1078,29,3,3,175000,480557,0,3,0,4,33000,Standard,Yes,No,1000000,Indian,1,0,0,1,Yes ,Owned,Semi Urban,Approved,
1079,51,1,27,39000,483442,1,2,1,4,8000,Standard,No,Yes,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
1080,54,1,30,145000,480334,0,2,0,4,68000,Standard,Yes,No,1000000,Indian,0,1,0,0,Yes ,Owned,Semi Urban,Approved,
1081,47,2,22,24000,480334,0,4,0,4,4000,Standard,No,No,50000,Indian,0,0,0,1,Yes ,Rented,Rural,Reject,
1082,53,2,28,20000,456552,0,3,0,1486,1000,Standard,No,Yes ,50000,Indian,0,0,0,0,No,Owned,Urban,Approved,
1083,30,2,5,85000,464337,0,1,0,4,26000,Standard,Yes ,Yes,50000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
1084,28,3,3,65000,474001,0,3,0,4,26000,Standard,Yes,Yes,200000,Indian,0,1,0,0,Yes ,Owned,Urban,Approved,
1085,60,3,35,191000,456337,0,4,0,4,56000,Standard,Yes,Yes,1000000,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
1086,51,1,26,11000,474002,0,2,0,4,0,Standard,Yes,Yes,50000,Indian,0,1,0,0,No,Owned,Urban,Reject,
1087,63,3,37,40000,474006,0,2,0,4,10000,Standard,Yes,No,100000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Reject,
1088,38,2,13,54000,486338,0,3,0,4,7000,Standard,No,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
1089,59,1,35,95000,485881,1,1,1,3,38000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
1090,53,2,29,94000,453331,0,4,0,3,10000,Standard,No,Yes,50000,Indian,0,0,0,1,No,Owned,Urban,Approved,
1091,31,2,5,79000,453446,0,4,0,3,22000,Standard,Yes,No,50000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
